school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
GP;M;*;R;LE3;A;3;4;other;other;reputation;*;2;2;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;;3.0-5.0;3.0-5.0;1.0-3.0;13;17;17;17
GP;M;*;U;GT3;T;3;1;services;other;other;*;1;2;0;no;no;no;yes;yes;yes;yes;yes;;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;;2;9;9;10
GP;F;*;R;GT3;T;4;4;teacher;other;reputation;*;2;2;0;no;no;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;8;12;10;11
GP;M;*;U;GT3;T;4;2;health;other;reputation;*;1;2;0;no;yes;no;yes;yes;yes;yes;yes;;3.0-5.0;;1.0-3.0;3.0-5.0;;10;10;9;10
GP;F;*;R;GT3;T;2;1;other;other;reputation;*;2;2;0;no;yes;yes;no;yes;no;yes;yes;3.0-5.0;3.0-5.0;;1.0-3.0;1.0-3.0;3.0-5.0;0;6;0;0
GP;F;*;U;GT3;T;3;3;other;services;home;*;1;2;2;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;;3.0-5.0;3.0-5.0;;15;9;9;9
GP;F;*;U;GT3;T;2;3;other;services;reputation;*;1;4;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;;;1.0-3.0;3.0-5.0;1.0-3.0;4;15;14;14
GP;F;*;U;LE3;T;1;1;other;other;home;*;2;2;0;no;yes;no;no;no;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;2;11;11;11
GP;M;*;R;GT3;T;1;2;at_home;at_home;home;*;1;2;0;no;yes;no;yes;no;yes;no;yes;3.0-5.0;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;2;15;14;14
GP;F;*;U;GT3;T;2;4;at_home;health;reputation;*;2;2;0;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;2;10;10;10
GP;F;*;U;LE3;T;2;2;services;other;course;*;2;2;0;yes;yes;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;6;12;12;12
GP;F;*;R;GT3;A;3;2;other;services;home;*;2;2;0;no;no;yes;no;no;no;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;;75;10;9;9
GP;M;*;U;GT3;T;4;4;teacher;services;home;*;2;1;0;no;no;yes;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;22;9;9;9
GP;F;*;U;GT3;T;4;4;health;health;reputation;*;1;2;1;yes;yes;yes;yes;yes;yes;yes;yes;1.0-3.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;15;9;8;8
GP;M;*;U;LE3;T;4;3;teacher;services;course;*;2;1;0;no;no;no;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;8;10;11;10
GP;M;*;U;LE3;A;4;1;services;other;home;*;2;1;0;no;no;no;yes;yes;yes;yes;yes;3.0-5.0;;3.0-5.0;1.0-3.0;3.0-5.0;;30;8;8;8
GP;M;*;U;LE3;A;3;2;teacher;services;home;*;1;1;1;no;no;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;19;11;9;10
GP;F;*;R;LE3;T;1;1;at_home;other;reputation;*;2;4;0;no;yes;no;yes;yes;yes;no;no;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;1;12;12;12
GP;F;*;U;GT3;T;1;1;other;other;home;*;2;2;0;yes;no;yes;yes;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;4;8;9;10
GP;F;*;U;GT3;T;2;2;other;other;course;*;1;2;0;no;yes;no;no;no;yes;yes;no;;3.0-5.0;;1.0-3.0;1.0-3.0;;4;10;9;11
GP;M;*;U;GT3;T;1;1;other;other;reputation;*;1;2;0;no;no;yes;no;no;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;2;12;10;11
GP;F;*;U;GT3;T;2;2;at_home;at_home;other;*;1;3;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;5;18;18;19
GP;F;*;U;GT3;T;1;1;services;teacher;reputation;*;1;3;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;6;13;12;12
GP;M;*;U;GT3;T;2;1;services;services;reputation;*;1;3;0;no;no;yes;yes;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;6;15;14;14
GP;M;*;U;LE3;A;4;4;teacher;teacher;reputation;*;1;2;0;no;yes;yes;yes;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;9;15;13;15
GP;M;*;U;GT3;T;4;2;teacher;other;home;*;1;2;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;;11;12;11;11
GP;F;*;U;GT3;T;4;3;health;services;reputation;*;1;3;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;15;15;15
GP;F;*;U;LE3;T;2;1;services;at_home;reputation;*;1;2;1;no;no;yes;no;yes;yes;yes;yes;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;12;12;12;13
GP;F;*;R;LE3;T;3;1;services;other;reputation;*;2;4;0;no;yes;no;no;yes;yes;no;no;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;6;18;18;18
GP;M;*;R;LE3;T;3;2;services;other;reputation;*;2;3;0;no;yes;no;yes;yes;yes;yes;no;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;8;14;13;14
GP;M;*;U;GT3;T;3;3;health;other;home;*;1;1;0;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;4;14;12;11
GP;F;*;U;GT3;T;4;4;health;other;reputation;*;2;2;0;no;yes;yes;yes;yes;yes;yes;no;1.0-3.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;0;10;9;0
GP;F;*;U;LE3;T;4;3;other;other;home;*;2;2;0;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;;1.0-3.0;1.0-3.0;1.0-3.0;10;10;8;8
GP;F;*;U;GT3;T;4;3;other;other;reputation;*;1;4;0;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;14;13;14
GP;M;*;U;LE3;T;4;4;teacher;teacher;home;*;1;1;0;no;yes;yes;no;yes;yes;yes;yes;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;5;16;15;16
GP;F;*;U;LE3;A;4;4;health;other;home;*;1;2;0;no;yes;no;no;yes;yes;yes;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;14;12;10;11
GP;M;*;U;LE3;T;4;4;other;teacher;home;*;2;1;0;no;no;no;no;yes;yes;yes;no;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;11;11;10
GP;F;*;U;GT3;T;4;2;other;other;reputation;*;2;3;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;15;12;14
GP;F;*;U;GT3;T;3;2;health;health;reputation;*;1;4;0;no;yes;no;yes;no;yes;yes;no;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;17;17;18
GP;M;*;U;GT3;T;3;3;other;other;home;*;1;2;1;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;20;15;14;13
GP;F;*;U;GT3;T;2;4;services;at_home;reputation;*;1;2;1;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;8;14;12;12
GP;M;*;U;GT3;A;3;2;services;other;course;*;1;1;0;no;no;no;yes;yes;yes;no;no;;;3.0-5.0;1.0-3.0;1.0-3.0;;0;17;18;18
GP;M;*;U;GT3;T;4;4;teacher;services;reputation;*;2;1;1;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;38;8;9;8
GP;M;*;R;GT3;T;3;3;other;services;reputation;*;1;2;1;no;no;no;yes;yes;yes;no;yes;3.0-5.0;;3.0-5.0;1.0-3.0;1.0-3.0;;0;15;12;12
GP;F;*;U;LE3;T;1;1;at_home;other;reputation;*;1;2;1;yes;yes;no;yes;no;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;18;12;10;10
GP;F;*;U;LE3;T;1;2;services;services;home;*;1;2;1;no;no;yes;yes;no;yes;no;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;9;9;0
GP;F;*;U;GT3;T;2;1;at_home;other;other;*;3;2;0;no;yes;yes;no;yes;no;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;20;14;12;13
GP;M;*;U;GT3;T;1;2;other;services;course;*;1;2;1;no;no;no;no;no;yes;yes;no;3.0-5.0;;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;3;13;11;11
GP;F;*;U;LE3;T;3;2;services;other;reputation;*;2;2;1;no;yes;yes;no;no;yes;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;22;13;10;11
GP;F;*;U;GT3;T;1;1;at_home;health;home;*;1;3;2;no;no;yes;no;no;yes;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;14;15;13;13
GP;F;*;R;GT3;T;2;3;other;other;reputation;*;1;3;1;no;no;no;no;yes;yes;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;40;13;11;11
GP;F;*;U;GT3;T;2;1;services;other;course;*;2;2;0;no;yes;no;yes;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;0;8;8;0
GP;F;*;U;GT3;T;4;3;other;other;course;*;1;3;0;no;yes;yes;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;9;9;10;9
GP;F;*;R;GT3;T;3;4;at_home;services;course;*;1;3;0;no;yes;no;yes;no;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;;;0;11;11;10
GP;F;*;U;GT3;T;4;4;teacher;other;course;*;1;2;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;;2;11;11;11
GP;F;*;U;GT3;A;4;3;services;services;course;*;1;2;0;no;yes;yes;no;yes;yes;yes;yes;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;;23;13;13;13
GP;F;*;U;GT3;T;2;2;other;other;course;*;1;2;0;no;yes;yes;no;yes;yes;no;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;12;11;9;9
GP;F;*;R;LE3;T;2;2;services;services;course;*;1;3;0;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;3;11;11;11
GP;F;*;U;GT3;T;3;1;services;services;course;*;1;3;0;no;yes;no;no;no;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;1;12;14;15
GP;F;*;U;LE3;T;0;2;at_home;at_home;home;*;2;3;0;no;no;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;0;16;15;15
GP;M;*;U;GT3;T;4;4;other;other;course;*;1;3;0;no;no;yes;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;3;9;12;11
GP;M;*;U;GT3;T;3;3;other;services;reputation;*;1;1;0;no;no;yes;yes;no;yes;yes;no;3.0-5.0;3.0-5.0;;3.0-5.0;;;3;14;15;16
GP;M;*;R;GT3;T;2;2;services;other;course;*;4;1;0;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;;;;3.0-5.0;8;11;10;10
GP;F;*;U;GT3;T;4;4;teacher;services;course;*;1;3;0;no;yes;yes;yes;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;7;10;9;9
GP;F;*;U;GT3;T;4;4;teacher;teacher;course;*;2;3;0;no;yes;no;no;no;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;4;14;14;14
GP;M;*;U;LE3;T;2;2;other;other;course;*;1;4;0;no;yes;yes;yes;yes;yes;yes;no;3.0-5.0;;;1.0-3.0;3.0-5.0;;2;9;8;8
GP;F;*;R;GT3;T;2;4;at_home;other;course;*;1;3;0;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;7;12;14;14
GP;F;*;U;GT3;T;3;3;services;services;home;*;1;2;0;no;no;yes;yes;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;7;0;0
GP;F;*;U;LE3;T;2;2;other;other;home;*;1;2;0;no;no;yes;yes;no;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;0;8;8;0
GP;F;*;R;GT3;T;2;2;at_home;other;course;*;2;4;0;no;no;no;yes;yes;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;10;9;0
GP;F;*;U;GT3;T;3;4;services;other;course;*;1;3;0;no;no;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;;1.0-3.0;3.0-5.0;;16;16;15;15
GP;F;*;R;GT3;A;3;1;services;at_home;home;*;1;3;1;no;no;no;no;yes;yes;no;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;12;14;13;13
GP;F;*;U;GT3;T;3;2;other;other;home;*;1;2;0;no;yes;yes;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;1.0-3.0;0;7;8;0
GP;F;*;U;LE3;T;3;3;services;services;home;*;1;4;0;no;yes;yes;no;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;7;16;15;17
GP;F;*;R;GT3;A;3;2;other;other;home;*;1;2;0;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;4;9;10;10
GP;F;*;U;GT3;T;2;1;services;services;home;*;1;3;1;no;no;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;4;11;12;11
GP;M;*;U;GT3;T;4;4;teacher;services;home;*;1;2;1;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;0;10;10;0
GP;M;*;U;LE3;T;3;4;services;other;home;*;1;2;0;no;no;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;11;16;15;15
GP;F;*;U;GT3;A;2;2;at_home;at_home;home;*;1;2;1;no;yes;no;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;9;8;0
GP;F;*;U;GT3;T;2;3;at_home;other;course;*;1;3;0;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;4;11;10;10
GP;F;*;U;GT3;T;3;2;other;services;other;*;1;3;0;no;no;no;no;yes;yes;yes;yes;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;7;13;13;14
GP;M;*;R;GT3;T;4;3;teacher;services;course;*;1;3;0;no;no;no;no;yes;yes;yes;yes;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;9;16;15;16
GP;M;*;U;GT3;T;4;3;teacher;other;course;*;1;3;0;no;yes;no;no;yes;yes;yes;yes;;3.0-5.0;;1.0-3.0;3.0-5.0;;0;10;10;9
GP;F;*;U;GT3;T;4;3;health;other;reputation;*;1;3;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;0;13;15;15
MS;M;*;R;GT3;T;3;2;other;other;course;*;2;1;1;no;yes;no;no;no;yes;yes;no;1.0-3.0;;;;;;10;11;13;13
MS;M;*;R;GT3;T;1;1;other;services;home;*;3;2;3;no;no;no;no;yes;yes;yes;no;;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;8;8;7;8
MS;M;*;U;GT3;T;3;3;health;other;course;*;2;2;0;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;2;13;13;13
MS;M;*;U;LE3;T;1;3;at_home;services;course;*;1;1;1;no;no;no;no;yes;no;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;7;8;7;8
MS;M;*;R;GT3;T;1;1;other;other;home;*;3;1;1;no;yes;no;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;;4;8;8;8
MS;M;*;R;GT3;T;4;3;services;other;home;*;2;2;0;no;yes;yes;yes;no;yes;yes;yes;3.0-5.0;;;1.0-3.0;3.0-5.0;1.0-3.0;4;13;11;11
MS;F;*;U;GT3;T;3;3;services;services;course;*;1;2;0;no;yes;no;no;yes;yes;no;yes;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;0;10;9;9
MS;F;*;R;GT3;T;4;4;teacher;services;other;*;2;2;0;no;yes;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;4;12;13;13
MS;F;*;U;LE3;A;3;2;services;other;reputation;*;2;2;0;no;no;yes;no;yes;yes;no;yes;1.0-3.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;;2;12;12;11
MS;M;*;U;LE3;T;1;1;other;services;home;*;2;1;0;no;no;no;no;no;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;4;10;10;10
MS;F;*;U;LE3;T;1;1;at_home;services;course;*;2;3;0;no;no;yes;no;yes;yes;yes;no;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;18;16;16
MS;F;*;R;LE3;A;1;4;at_home;other;course;*;3;2;0;no;no;no;no;yes;yes;no;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;0;13;13;13
MS;M;*;R;LE3;T;1;1;at_home;other;other;*;2;2;1;no;no;no;yes;no;no;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;2;13;12;12
MS;F;*;U;GT3;T;3;3;services;services;other;*;2;2;0;no;yes;no;no;yes;yes;yes;yes;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;3.0-5.0;0;11;11;10
MS;F;*;U;LE3;T;4;4;at_home;at_home;course;*;1;2;0;no;yes;no;yes;yes;yes;yes;yes;1.0-3.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;0;16;15;15
MS;F;*;R;GT3;T;1;2;other;services;course;*;2;2;0;no;no;no;no;no;yes;no;no;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;0;12;11;12
MS;M;*;R;GT3;T;1;3;at_home;other;course;*;2;2;0;no;yes;no;no;yes;yes;no;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;4;10;10;10
MS;M;*;U;LE3;T;4;4;teacher;services;other;*;2;3;0;no;no;yes;no;yes;yes;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;13;13;13
MS;F;*;R;GT3;T;1;1;other;services;reputation;*;3;1;1;no;yes;no;no;yes;yes;yes;yes;;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;0;7;6;0
MS;F;*;U;GT3;T;2;3;at_home;services;course;*;2;1;0;no;yes;yes;no;yes;yes;yes;yes;;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;0;11;10;10
MS;F;*;R;GT3;T;4;4;other;teacher;other;*;3;2;0;no;yes;yes;no;no;yes;yes;yes;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;1.0-3.0;;10;14;12;11
MS;F;*;U;LE3;T;3;2;services;services;home;*;2;2;2;no;no;no;yes;yes;yes;no;yes;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;4;7;7;9
MS;M;*;R;LE3;T;1;2;at_home;services;other;*;3;1;0;no;yes;yes;yes;yes;no;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;3;14;12;12
MS;F;*;U;GT3;T;2;2;other;at_home;home;*;1;3;0;no;no;yes;yes;yes;yes;no;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;8;13;11;11
MS;F;*;R;GT3;T;1;2;other;other;course;*;1;1;0;no;no;no;yes;yes;yes;yes;no;3.0-5.0;;;1.0-3.0;3.0-5.0;1.0-3.0;14;6;5;5
MS;F;*;R;LE3;T;4;4;other;other;reputation;*;2;3;0;no;no;no;no;yes;yes;yes;no;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;0;19;18;19
MS;F;*;R;GT3;T;1;1;other;other;home;*;4;3;0;no;no;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;3.0-5.0;2;8;8;10
MS;F;*;U;GT3;T;4;2;health;other;course;*;2;3;2;no;yes;yes;no;no;yes;yes;yes;;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;4;15;14;15
MS;F;*;R;LE3;T;4;4;teacher;services;course;*;1;2;0;no;no;yes;yes;yes;yes;yes;no;;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;4;8;9;10
MS;F;*;U;GT3;T;3;3;other;other;home;*;1;2;0;no;no;no;no;yes;yes;yes;yes;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;0;15;15;15
MS;F;*;R;GT3;T;3;1;at_home;other;reputation;*;1;2;0;no;yes;yes;yes;no;yes;yes;no;3.0-5.0;;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;17;10;10;10
MS;M;*;U;GT3;T;4;4;teacher;teacher;home;*;1;2;0;no;no;no;yes;no;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;3.0-5.0;1.0-3.0;4;15;14;14
MS;M;*;R;GT3;T;2;1;other;other;other;*;2;1;0;no;no;yes;yes;no;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;;5;7;6;7
MS;M;*;U;GT3;T;2;3;other;services;home;*;2;2;0;no;no;no;yes;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;2;11;11;10
MS;M;*;R;GT3;T;1;1;other;services;other;*;2;1;1;no;no;yes;no;yes;yes;no;no;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;3.0-5.0;;0;6;5;0
MS;M;*;R;GT3;T;4;2;other;other;home;*;2;1;1;no;no;no;no;yes;yes;no;no;;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;14;6;5;5
MS;F;*;R;GT3;T;2;2;at_home;other;other;*;2;3;0;no;no;yes;no;yes;yes;no;no;;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;2;10;9;10
MS;F;*;R;GT3;T;4;4;teacher;at_home;reputation;*;3;1;0;no;yes;no;yes;yes;yes;yes;yes;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;;7;6;5;6
MS;F;*;R;GT3;T;2;3;services;other;course;*;1;3;1;no;no;yes;yes;no;yes;yes;no;;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;7;5;0
MS;F;*;U;LE3;T;3;1;teacher;services;course;*;1;2;0;no;yes;yes;no;yes;yes;yes;no;3.0-5.0;3.0-5.0;3.0-5.0;1.0-3.0;1.0-3.0;1.0-3.0;0;7;9;8
MS;F;*;U;GT3;T;1;1;other;other;course;*;2;2;1;no;no;no;yes;yes;yes;no;no;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;1.0-3.0;;0;6;5;0
MS;M;*;U;LE3;A;2;2;services;services;course;*;1;2;2;no;yes;yes;no;yes;yes;no;no;;;3.0-5.0;3.0-5.0;;3.0-5.0;11;9;9;9
MS;M;*;U;LE3;T;3;1;services;services;course;*;2;1;0;no;no;no;no;no;yes;yes;no;1.0-3.0;3.0-5.0;;3.0-5.0;3.0-5.0;1.0-3.0;3;14;16;16
MS;M;*;R;GT3;T;1;1;other;other;course;*;1;1;3;no;no;yes;no;no;yes;no;no;;;3.0-5.0;3.0-5.0;3.0-5.0;3.0-5.0;3;10;8;7
MS;M;*;R;LE3;T;3;2;services;other;course;*;3;1;0;no;no;yes;no;no;yes;yes;no;3.0-5.0;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;;0;11;12;10
MS;M;*;U;LE3;T;1;1;other;at_home;course;*;1;1;0;no;no;yes;no;yes;yes;yes;no;3.0-5.0;1.0-3.0;3.0-5.0;3.0-5.0;3.0-5.0;;5;8;9;9
